id,tipo,titulo,calle,barrio,zona,ciudad,localizacion,precio,precio_metro,caracteristicas,habitaciones,baños,referencia,anunciante,nombre,tlf,url,fecha,superficie,superficie_util,terraza,garaje,estado,armarios,trastero,orientacion,calefaccion,planta,ascensor,construccion
106597174,Ventas,Ático en venta en avenida Reino de Valencia s/n,Avenida Reino de Valencia s/n,Zarandona,Este,Murcia,"Avenida Reino de Valencia s/n, Barrio Zarandona, Distrito Pedanías Este, Murcia, Área de Murcia, Murcia",370.000€,3.083 ,"['120 m² construidos', '4 habitaciones', '3 baños', 'Terraza', 'Plaza de garaje incluida en el precio', 'Armarios empotrados', 'Trastero', 'Orientación sur, este', 'Planta 2ª exterior', 'Con ascensor']",4,3,ATICO G,Promotora,Departamento comercial .,34868355683,https://www.idealista.com/inmueble/106597174/,2024-11-21 12:07:05,120,,Terraza,Plaza de garaje,,Armarios empotrados,Trastero,"sur, este",,,Sí,
106597052,Ventas,Piso en venta en El Carmen,,El Carmen,Sur,Murcia,"Barrio El Carmen, Distrito Sur, Murcia, Área de Murcia, Murcia",279.900€,2.239 ,"['125 m² construidos, 120 m² útiles', '3 habitaciones', '2 baños', 'Terraza y balcón', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Trastero', 'No dispone de calefacción', 'Planta 4ª exterior', 'Con ascensor']",3,2,ACV1.98.198,Profesional,Inmobiliaria Promociones Paraiso,34868350756,https://www.idealista.com/inmueble/106597052/,2024-11-21 12:07:05,125,,Terraza,Plaza de garaje,Segunda mano/buen estado,,Trastero,,,,Sí,
106597049,Ventas,"Piso en venta en avenida Reino de Valencia, 1","Avenida Reino de Valencia, 1",Zarandona,Este,Murcia,"Avenida Reino de Valencia, 1, Barrio Zarandona, Distrito Pedanías Este, Murcia, Área de Murcia, Murcia",290.000€,2.816 ,"['103 m² construidos', '3 habitaciones', '2 baños', 'Terraza', 'Plaza de garaje incluida en el precio', 'Armarios empotrados', 'Trastero', 'Orientación sur, este', 'Planta 5ª exterior', 'Con ascensor']",3,2,106597049,Promotora,Departamento comercial .,34868355985,https://www.idealista.com/inmueble/106597049/,2024-11-21 12:07:05,103,,Terraza,Plaza de garaje,,Armarios empotrados,Trastero,"sur, este",,,Sí,
106597036,Ventas,Dúplex en venta en Torreagüera,,Torreagüera,Este,Murcia,"Barrio Torreagüera, Distrito Pedanías Este, Murcia, Área de Murcia, Murcia",210.000€,700 ,"['300 m² construidos, 285 m² útiles', '5 habitaciones', '3 baños', 'Terraza', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Trastero', 'Calefacción individual', 'Bajo exterior', 'Sin ascensor']",5,3,ACV18981,Profesional,Inmobiliaria Promociones Paraiso,34868350756,https://www.idealista.com/inmueble/106597036/,2024-11-21 12:07:05,300,,Terraza,Plaza de garaje,Segunda mano/buen estado,,Trastero,,individual,,No,
106596912,Ventas,Piso en venta en La Alberca,,La Alberca,Este,Murcia,"Barrio La Alberca, Distrito Pedanías Este, Murcia, Área de Murcia, Murcia",179.000€,1.432 ,"['125 m² construidos, 120 m² útiles', '3 habitaciones', '2 baños', 'Terraza', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'No dispone de calefacción', 'Planta 1ª exterior', 'Con ascensor']",3,2,ACV199198,Profesional,Inmobiliaria Promociones Paraiso,34868350756,https://www.idealista.com/inmueble/106596912/,2024-11-21 12:07:05,125,,Terraza,Plaza de garaje,Segunda mano/buen estado,Armarios empotrados,Trastero,,,,Sí,
106596773,Ventas,Piso en venta en Rosendos s/n,,La Flota,Norte,Murcia,"Rosendos s/n, Barrio La Flota, Distrito Norte, Murcia, Área de Murcia, Murcia",350.000€,2.941 ,"['119 m² construidos', '4 habitaciones', '2 baños', 'Terraza', 'Plaza de garaje incluida en el precio', 'Promoción de obra nueva', 'Armarios empotrados', 'Trastero', 'Orientación sur', 'Planta 4ª exterior', 'Con ascensor']",4,2,4C,Promotora,Departamento comercial .,34868355919,https://www.idealista.com/inmueble/106596773/,2024-11-21 12:07:05,119,,Terraza,Plaza de garaje,,Armarios empotrados,Trastero,sur,,,Sí,
106596392,Ventas,Casa de pueblo en venta en San Benito-Patiño,,San Benito-Patiño,Este,Murcia,"Barrio San Benito-Patiño, Distrito Pedanías Este, Murcia, Área de Murcia, Murcia",70.000€,233 ,"['Casa de pueblo', '2 plantas', '301 m² construidos', '4 habitaciones', '2 baños', 'Terraza', 'Plaza de garaje incluida en el precio', 'Segunda mano/para reformar', 'Trastero', 'Orientación este, oeste', 'Construido en 1957']",4,2,106596392,Profesional,Inmofelxa .,34868350250,https://www.idealista.com/inmueble/106596392/,2024-11-21 12:07:05,301,,Terraza,Plaza de garaje,,,Trastero,"este, oeste",,,,1957
106596596,Ventas,"Piso en venta en calle Rosalía de Castro, 50","Calle Rosalía de Castro, 50",Guadalupe,Este,Murcia,"Calle Rosalía de Castro, 50, Urb. MIRADOR DE AGRIDULCE, Barrio Guadalupe, Distrito Pedanías Oeste, Murcia, Área de Murcia, Murcia",215.000€,1.693 ,"['Alquilada, con inquilinos', '127 m² construidos', '3 habitaciones', '3 baños', 'Terraza', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Orientación este', 'Calefacción individual: Gas natural', 'Planta 1ª exterior', 'Con ascensor']",3,3,106596596,Particular,Encarna Pérez,34655658023,https://www.idealista.com/inmueble/106596596/,2024-11-21 12:07:05,127,,Terraza,Plaza de garaje,Segunda mano/buen estado,Armarios empotrados,Trastero,este,individual,,Sí,
106590840,Ventas,Piso en venta en La Fama,,La Fama,Centro,Murcia,"Barrio La Fama, Distrito Centro, Murcia, Área de Murcia, Murcia",750.000€,4.054 ,"['185 m² construidos', '5 habitaciones', '3 baños', 'Segunda mano/buen estado', 'Planta 6ª exterior', 'Con ascensor']",5,3,PIS_1758,Profesional,Ana Rios Gomez,34868350715,https://www.idealista.com/inmueble/106590840/,2024-11-21 12:07:05,185,,,,Segunda mano/buen estado,,,,,,Sí,
106591980,Ventas,Piso en venta en calle Pintor Velazquez s/n,Calle Pintor Velazquez s/n,El Palmar,Este,Murcia,"Calle Pintor Velazquez s/n, Urb. Residencial Novopalmar, Barrio El Palmar, Distrito Pedanías Oeste, Murcia, Área de Murcia, Murcia",135.000€,1.709 ,"['79 m² construidos, 59 m² útiles', '2 habitaciones', '1 baño', 'Balcón', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Trastero', 'Orientación este', 'Construido en 2011', 'No dispone de calefacción', 'Planta 2ª exterior', 'Con ascensor']",2,1,HGSBNPAC64,Profesional,ANDRÉS MESEGUER,34868350567,https://www.idealista.com/inmueble/106591980/,2024-11-21 12:07:05,79,,Balcón,Plaza de garaje,Segunda mano/buen estado,,Trastero,este,,,Sí,2011
106588569,Ventas,"Chalet adosado en venta en calle Constitucion, 49","Calle Constitucion, 49",Javalí Nuevo,Este,Murcia,"Calle Constitucion, 49, Barrio Javalí Nuevo, Distrito Pedanías Oeste, Murcia, Área de Murcia, Murcia",260.000€,963 ,"['Chalet adosado', '3 plantas', '270 m² construidos', '4 habitaciones', '3 baños', 'Terraza y balcón', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Trastero', 'Orientación sur']",4,3,106588569,Particular,Montse,34660310914,https://www.idealista.com/inmueble/106588569/,2024-11-21 12:07:05,270,,Terraza,Plaza de garaje,Segunda mano/buen estado,,Trastero,sur,,,,
106590091,Ventas,Piso en venta en El Palmar,,El Palmar,Este,Murcia,"Barrio El Palmar, Distrito Pedanías Oeste, Murcia, Área de Murcia, Murcia",68.900€,1.253 ,"['55 m² construidos, 40 m² útiles', '1 habitación', '1 baño', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Construido en 2001', 'Calefacción individual', 'Solo acceso exterior adaptado para personas con movilidad reducida', 'Bajo exterior', 'Con ascensor']",,1,B19519,Profesional,Inmobimurcia Barrio el Progreso,34868350531,https://www.idealista.com/inmueble/106590091/,2024-11-21 12:07:05,55,,,Plaza de garaje,Segunda mano/buen estado,Armarios empotrados,Trastero,,individual,,Sí,2001
106598526,Ventas,Casa o chalet independiente en venta en Sangonera la Verde,,Sangonera la Verde,Este,Murcia,"Barrio Sangonera la Verde, Distrito Pedanías Oeste, Murcia, Área de Murcia, Murcia",165.000€,938 ,"['Casa o chalet independiente', '1 planta', '176 m² construidos, 100 m² útiles', '3 habitaciones', '2 baños', 'Terraza y balcón', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Trastero', 'Orientación este', 'Construido en 2004', 'Calefacción individual']",3,2,SM-SV,Profesional,Condestable Home Shop,0,https://www.idealista.com/inmueble/106598526/,2024-11-21 12:07:05,176,,Terraza,Plaza de garaje,Segunda mano/buen estado,,Trastero,este,individual,,,2004
106582291,Ventas,"Dúplex en venta en calle Amanecer, 1","Calle Amanecer, 1",Gea y Truyols,,Murcia,"Calle Amanecer, 1, Barrio Gea y Truyols, Distrito Campo de Murcia, Murcia, Área de Murcia, Murcia",109.950€,785 ,"['140 m² construidos', '2 habitaciones', '2 baños', 'Terraza y balcón', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Calefacción individual: Eléctrica', 'Solo acceso exterior adaptado para personas con movilidad reducida', 'Bajo exterior', 'Sin ascensor']",2,2,1762,Profesional,Tadeo Homes,0,https://www.idealista.com/inmueble/106582291/,2024-11-21 12:07:05,140,,Terraza,,Segunda mano/buen estado,Armarios empotrados,Trastero,,individual,,No,
106584815,Ventas,Piso en venta en calle Limonar s/n,Calle Limonar s/n,Infante Juan Manuel,Sur,Murcia,"Calle Limonar s/n, Barrio Infante Juan Manuel, Distrito Sur, Murcia, Área de Murcia, Murcia",207.000€,2.407 ,"['86 m² construidos', '2 habitaciones', '2 baños', 'Terraza', 'Promoción de obra nueva', 'Planta 3ª exterior', 'Con ascensor']",2,2,VI-1-P03-B,Profesional,Habitat .,0,https://www.idealista.com/inmueble/106584815/,2024-11-21 12:07:05,86,,Terraza,,,,,,,,Sí,
106536796,Ventas,Piso en venta en Espinardo,,Espinardo,Norte,Murcia,"Barrio Espinardo, Distrito Pedanías Norte, Murcia, Área de Murcia, Murcia",236.000€,2.248 ,"['105 m² construidos, 92 m² útiles', '3 habitaciones', '2 baños', 'Terraza y balcón', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Orientación este, oeste', 'Construido en 2005', 'Calefacción central', 'Planta 2ª exterior', 'Con ascensor']",3,2,07316,Profesional,BASCUÑANA INMOBILIARIA,0,https://www.idealista.com/inmueble/106536796/,2024-11-21 12:07:05,105,,Terraza,Plaza de garaje,Segunda mano/buen estado,Armarios empotrados,Trastero,"este, oeste",central,,Sí,2005
106532007,Ventas,Casa o chalet independiente en venta en Alquerías,,Alquerías,Este,Murcia,"Barrio Alquerías, Distrito Pedanías Este, Murcia, Área de Murcia, Murcia",110.000€,567 ,"['Casa o chalet independiente', '2 plantas', '194 m² construidos, 176 m² útiles', '3 habitaciones', '4 baños', 'Terraza', 'Segunda mano/buen estado', 'Trastero', 'Construido en 1979', 'No dispone de calefacción']",3,4,2395308XH7029S0002FZ,Profesional,H Group,0,https://www.idealista.com/inmueble/106532007/,2024-11-21 12:07:05,194,,Terraza,,Segunda mano/buen estado,,Trastero,,,,,1979
106597871,Ventas,Chalet adosado en venta en calle Acequía Sataren s/n,Calle Acequía Sataren s/n,Zona Juan de Borbón,Norte,Murcia,"Calle Acequía Sataren s/n, Barrio Zona Juan de Borbón, Distrito Norte, Murcia, Área de Murcia, Murcia",470.000€,1.829 ,"['Chalet adosado', '3 plantas', '257 m² construidos, 153 m² útiles', '4 habitaciones', '3 baños', 'Terraza', 'Plaza de garaje incluida en el precio', 'Promoción de obra nueva', 'Armarios empotrados', 'Trastero']",4,3,106597871,Profesional,Hg Patrimonial,34868355164,https://www.idealista.com/inmueble/106597871/,2024-11-21 12:07:05,257,,Terraza,Plaza de garaje,,Armarios empotrados,Trastero,,,,,
106597910,Ventas,Chalet adosado en venta en calle Acequía Sataren s/n,Calle Acequía Sataren s/n,Zona Juan de Borbón,Norte,Murcia,"Calle Acequía Sataren s/n, Barrio Zona Juan de Borbón, Distrito Norte, Murcia, Área de Murcia, Murcia",434.900€,1.611 ,"['Chalet adosado', '3 plantas', '270 m² construidos, 169 m² útiles', '4 habitaciones', '3 baños', 'Terraza', 'Plaza de garaje incluida en el precio', 'Promoción de obra nueva', 'Armarios empotrados', 'Trastero']",4,3,106597910,Profesional,Hg Patrimonial,34868355164,https://www.idealista.com/inmueble/106597910/,2024-11-21 12:07:05,270,,Terraza,Plaza de garaje,,Armarios empotrados,Trastero,,,,,
106610090,Ventas,Chalet pareado en venta en calle Gloria s/n,Calle Gloria s/n,La Ñora,Este,Murcia,"Calle Gloria s/n, Barrio La Ñora, Distrito Pedanías Oeste, Murcia, Área de Murcia, Murcia",120.000€,857 ,"['Chalet pareado', '2 plantas', '140 m² construidos, 120 m² útiles', '4 habitaciones', '2 baños', 'Parcela de 170 m²', 'Terraza y balcón', 'Segunda mano/para reformar', 'Armarios empotrados', 'Orientación norte, este', 'Construido en 1975']",4,2,106610090,Profesional,Harunna Investments,34868350772,https://www.idealista.com/inmueble/106610090/,2024-11-21 12:07:05,140,,Terraza,,,Armarios empotrados,,"norte, este",,,,1975
106597904,Ventas,Chalet adosado en venta en calle Acequía Sataren s/n,Calle Acequía Sataren s/n,Zona Juan de Borbón,Norte,Murcia,"Calle Acequía Sataren s/n, Barrio Zona Juan de Borbón, Distrito Norte, Murcia, Área de Murcia, Murcia",399.000€,1.622 ,"['Chalet adosado', '3 plantas', '246 m² construidos, 150 m² útiles', '3 habitaciones', '3 baños', 'Terraza', 'Plaza de garaje incluida en el precio', 'Promoción de obra nueva', 'Armarios empotrados', 'Trastero']",3,3,106597904,Profesional,Hg Patrimonial,34868355164,https://www.idealista.com/inmueble/106597904/,2024-11-21 12:07:05,246,,Terraza,Plaza de garaje,,Armarios empotrados,Trastero,,,,,
106595513,Ventas,Piso en venta en paseo del Portón s/n,Paseo del Portón s/n,La Ñora,Este,Murcia,"Paseo del Portón s/n, Barrio La Ñora, Distrito Pedanías Oeste, Murcia, Área de Murcia, Murcia",275.000€,1.355 ,"['203 m² construidos, 180 m² útiles', '3 habitaciones', '2 baños', 'Terraza y balcón', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Orientación sur', 'Construido en 2007', 'Calefacción central', 'Solo acceso exterior adaptado para personas con movilidad reducida', 'Bajo exterior', 'Con ascensor']",3,2,vlñ046,Profesional,Urbana Properties,34868355031,https://www.idealista.com/inmueble/106595513/,2024-11-21 12:07:05,203,,Terraza,Plaza de garaje,Segunda mano/buen estado,Armarios empotrados,Trastero,sur,central,,Sí,2007
106591954,Ventas,"Piso en venta en calle los Lopez, 10","Calle los Lopez, 10",Aljucer,Este,Murcia,"Calle los Lopez, 10, Barrio Aljucer, Distrito Pedanías Oeste, Murcia, Área de Murcia, Murcia",150.000€,1.111 ,"['135 m² construidos, 101 m² útiles', '3 habitaciones', '2 baños', 'Terraza', 'Segunda mano/buen estado', 'Armarios empotrados', 'Calefacción individual']",3,2,A2747,Profesional,ALEJANDRO LACÁRCEL RODRÍGUEZ,34868350218,https://www.idealista.com/inmueble/106591954/,2024-11-21 12:07:05,135,,Terraza,,Segunda mano/buen estado,Armarios empotrados,,,individual,,,
106595174,Ventas,Piso en venta en El Carmen,,El Carmen,Sur,Murcia,"Barrio El Carmen, Distrito Sur, Murcia, Área de Murcia, Murcia",95.000€,2.065 ,"['46 m² construidos, 41 m² útiles', '1 habitación', '1 baño', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Orientación oeste', 'Construido en 1980', 'Calefacción individual', 'Planta 1ª exterior', 'Con ascensor']",,1,12226ADV,Profesional,VIVENTA GRUPO INMOBILIARIO,34868350047,https://www.idealista.com/inmueble/106595174/,2024-11-21 12:07:05,46,,,,Segunda mano/buen estado,Armarios empotrados,Trastero,oeste,individual,,Sí,1980
106558739,Ventas,"Piso en venta en avenida Pintor Pedro Cano, 43","Avenida Pintor Pedro Cano, 43",El Palmar,Este,Murcia,"Avenida Pintor Pedro Cano, 43, Barrio El Palmar, Distrito Pedanías Oeste, Murcia, Área de Murcia, Murcia",142.000€,1.291 ,"['110 m² construidos, 90 m² útiles', '3 habitaciones', '2 baños', 'Balcón', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Planta 2ª exterior', 'Con ascensor']",3,2,106558739,Particular,Nino,34662109399,https://www.idealista.com/inmueble/106558739/,2024-11-21 12:07:05,110,,Balcón,Plaza de garaje,Segunda mano/buen estado,Armarios empotrados,Trastero,,,,Sí,
106511004,Ventas,"Piso en venta en calle Escritor Sánchez Moreno, 4","Calle Escritor Sánchez Moreno, 4",Santa María de Gracia,Norte,Murcia,"Calle Escritor Sánchez Moreno, 4, Barrio Santa María de Gracia, Distrito Norte, Murcia, Área de Murcia, Murcia",178.000€,1.424 ,"['125 m² construidos', '4 habitaciones', '2 baños', 'Terraza', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación sur, este', 'Construido en 1960', 'Planta 2ª exterior', 'Sin ascensor']",4,2,106511004,,José,34679339844,https://www.idealista.com/inmueble/106511004/,2024-11-21 12:07:05,125,,Terraza,,Segunda mano/buen estado,Armarios empotrados,,"sur, este",,,No,1960
106594066,Ventas,Piso en venta en avenida Europa,Avenida Europa,Vista Alegre,Norte,Murcia,"Avenida Europa, Barrio Vista Alegre, Distrito Norte, Murcia, Área de Murcia, Murcia",419.500€,2.255 ,"['186 m² construidos', '4 habitaciones', '3 baños', 'Segunda mano/buen estado', 'Sin ascensor']",4,3,FRRE-01414,Profesional,Hipoges .,34919380558,https://www.idealista.com/inmueble/106594066/,2024-11-21 12:07:05,186,,,,Segunda mano/buen estado,,,,,,No,
106584838,Ventas,Piso en venta en calle Limonar s/n,Calle Limonar s/n,Infante Juan Manuel,Sur,Murcia,"Calle Limonar s/n, Barrio Infante Juan Manuel, Distrito Sur, Murcia, Área de Murcia, Murcia",200.500€,2.305 ,"['87 m² construidos', '2 habitaciones', '2 baños', 'Terraza', 'Promoción de obra nueva', 'Planta 5ª exterior', 'Con ascensor']",2,2,VI-2-P05-B,Profesional,Habitat .,34868355135,https://www.idealista.com/inmueble/106584838/,2024-11-21 12:07:05,87,,Terraza,,,,,,,,Sí,
106594062,Ventas,Piso en venta en avenida General Ortín,Avenida General Ortín,Ronda Sur,Sur,Murcia,"Avenida General Ortín, Barrio Ronda Sur, Distrito Sur, Murcia, Área de Murcia, Murcia",173.500€,686 ,"['253 m² construidos', '4 habitaciones', '3 baños', 'Segunda mano/buen estado', 'Sin ascensor']",4,3,FRRE-00504,Profesional,Hipoges .,34919380558,https://www.idealista.com/inmueble/106594062/,2024-11-21 12:07:05,253,,,,Segunda mano/buen estado,,,,,,No,
105630886,Ventas,Casa o chalet en venta en avenida Libertad,Avenida Libertad,Casillas,Este,Murcia,"Avenida Libertad, Barrio Casillas, Distrito Pedanías Este, Murcia, Área de Murcia, Murcia",46.700€,116 ,"['Casa o chalet', '402 m² construidos', '3 habitaciones', '1 baño', 'Segunda mano/buen estado']",3,1,CG-94102-0001,,,34965023290,https://www.idealista.com/inmueble/105630886/,2024-11-21 12:07:05,402,,,,Segunda mano/buen estado,,,,,,,
106591769,Ventas,"Piso en venta en calle Vial 3, 4 C","Calle Vial 3, 4 C",El Palmar,Este,Murcia,"Calle Vial 3, 4 C, Urb. Residencial Novopalmar, Barrio El Palmar, Distrito Pedanías Oeste, Murcia, Área de Murcia, Murcia",129.000€,1.633 ,"['79 m² construidos, 59 m² útiles', '2 habitaciones', '1 baño', 'Balcón', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Trastero', 'Orientación oeste', 'Construido en 2011', 'No dispone de calefacción', 'Planta 1ª exterior', 'Con ascensor']",2,1,HGSBNPAC63,Profesional,ANDRÉS MESEGUER,34868350567,https://www.idealista.com/inmueble/106591769/,2024-11-21 12:07:05,79,,Balcón,Plaza de garaje,Segunda mano/buen estado,,Trastero,oeste,,,Sí,2011
106591847,Ventas,Piso en venta en Santa Catalina-San Bartolomé,,Santa Catalina-San Bartolomé,Centro,Murcia,"Barrio Santa Catalina-San Bartolomé, Distrito Centro, Murcia, Área de Murcia, Murcia",895.000€,2.983 ,"['300 m² construidos', '6 habitaciones', '2 baños', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Planta 2ª exterior', 'Con ascensor']",6,2,PIS_1756,Profesional,Ana Rios Gomez,34868350715,https://www.idealista.com/inmueble/106591847/,2024-11-21 12:07:05,300,,,Plaza de garaje,Segunda mano/buen estado,,,,,,Sí,
106591477,Ventas,"Piso en venta en calle Plan Parcial la Paz, 14","Calle Plan Parcial la Paz, 14",El Palmar,Este,Murcia,"Calle Plan Parcial la Paz, 14, Urb. Residencial Novopalmar, Barrio El Palmar, Distrito Pedanías Oeste, Murcia, Área de Murcia, Murcia",132.000€,1.671 ,"['79 m² construidos, 59 m² útiles', '2 habitaciones', '1 baño', 'Balcón', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Trastero', 'Orientación norte, oeste', 'Construido en 2011', 'No dispone de calefacción', 'Planta 1ª exterior', 'Con ascensor']",2,1,HGSBNPAC62,Profesional,ANDRÉS MESEGUER,34868350567,https://www.idealista.com/inmueble/106591477/,2024-11-21 12:07:05,79,,Balcón,Plaza de garaje,Segunda mano/buen estado,,Trastero,"norte, oeste",,,Sí,2011
105327056,Ventas,"Piso en venta en calle Saavedra Fajardo, 17","Calle Saavedra Fajardo, 17",San Lorenzo,Centro,Murcia,"Calle Saavedra Fajardo, 17, Barrio San Lorenzo, Distrito Centro, Murcia, Área de Murcia, Murcia",395.000€,3.238 ,"['122 m² construidos, 94 m² útiles', '2 habitaciones', '2 baños', 'Promoción de obra nueva', 'Armarios empotrados', 'Planta 2ª exterior', 'Con ascensor']",2,2,2ºD,Profesional,MIE HOMES .,34868355357,https://www.idealista.com/inmueble/105327056/,2024-11-21 12:07:05,122,,,,,Armarios empotrados,,,,,Sí,
106591487,Ventas,Piso en venta en paseo Misionero Luis Fontes Servet,Paseo Misionero Luis Fontes Servet,Zona Juan Carlos I,Norte,Murcia,"Paseo Misionero Luis Fontes Servet, Barrio Zona Juan Carlos I, Distrito Norte, Murcia, Área de Murcia, Murcia",110.000€,2.000 ,"['55 m² construidos, 40 m² útiles', '1 habitación', '1 baño', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Orientación sur', 'Construido en 2008', 'Calefacción central', 'Acceso y vivienda adaptados para personas con movilidad reducida', 'Planta 2ª exterior', 'Con ascensor']",,1,106591487,Profesional,inmopiso,34868350886,https://www.idealista.com/inmueble/106591487/,2024-11-21 12:07:05,55,,,,Segunda mano/buen estado,Armarios empotrados,Trastero,sur,central,,Sí,2008
106505961,Ventas,Piso en venta en La Alberca,,La Alberca,Este,Murcia,"Barrio La Alberca, Distrito Pedanías Este, Murcia, Área de Murcia, Murcia",149.000€,1.367 ,"['109 m² construidos, 95 m² útiles', '3 habitaciones', '2 baños', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'No dispone de calefacción', 'Planta 1ª', 'Con ascensor']",3,2,A2731,Profesional,ALEJANDRO LACÁRCEL RODRÍGUEZ,34868350218,https://www.idealista.com/inmueble/106505961/,2024-11-21 12:07:05,109,,,Plaza de garaje,Segunda mano/buen estado,Armarios empotrados,Trastero,,,,Sí,
106595572,Ventas,Ático en venta en San Benito-Progreso,,San Benito-Progreso,Este,Murcia,"Barrio San Benito-Progreso, Distrito Pedanías Este, Murcia, Área de Murcia, Murcia",299.000€,1.954 ,"['153 m² construidos', '4 habitaciones', '2 baños', 'Terraza y balcón', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Trastero', 'Planta 3ª exterior', 'Con ascensor']",4,2,106595572,Profesional,Inmobiliaria Luna,34868350678,https://www.idealista.com/inmueble/106595572/,2024-11-21 12:07:05,153,,Terraza,Plaza de garaje,Segunda mano/buen estado,,Trastero,,,,Sí,
106598704,Ventas,"Piso en venta en calle Corazón de Jesús, 24","Calle Corazón de Jesús, 24",Javalí Nuevo,Este,Murcia,"Calle Corazón de Jesús, 24, Barrio Javalí Nuevo, Distrito Pedanías Oeste, Murcia, Área de Murcia, Murcia",39.000€,406 ,"['96 m² construidos, 84 m² útiles', '3 habitaciones', '1 baño', 'Segunda mano/para reformar', 'Construido en 1957', 'No dispone de calefacción', 'Planta 1ª exterior', 'Sin ascensor']",3,1,30-00815,Profesional,Inmobiliaria Barin,34968067440,https://www.idealista.com/inmueble/106598704/,2024-11-21 12:07:05,96,,,,,,,,,,No,1957
106590550,Ventas,Piso en venta en Guadalupe,,Guadalupe,Este,Murcia,"Barrio Guadalupe, Distrito Pedanías Oeste, Murcia, Área de Murcia, Murcia",171.000€,1.583 ,"['108 m² construidos', '3 habitaciones', '2 baños', 'Balcón', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Planta 1ª exterior', 'Con ascensor']",3,2,V24-0794,Profesional,Carmen Martínez,34868350639,https://www.idealista.com/inmueble/106590550/,2024-11-21 12:07:05,108,,Balcón,Plaza de garaje,Segunda mano/buen estado,Armarios empotrados,Trastero,,,,Sí,
106595986,Ventas,Piso en venta en carril Ruipérez s/n,Carril Ruipérez s/n,La Flota,Norte,Murcia,"Carril Ruipérez s/n, Barrio La Flota, Distrito Norte, Murcia, Área de Murcia, Murcia",238.000€,2.144 ,"['111 m² construidos, 97 m² útiles', '4 habitaciones', '1 baño', 'Terraza', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Orientación este', 'Construido en 1997', 'Calefacción individual: Gas natural', 'Solo acceso exterior adaptado para personas con movilidad reducida', 'Planta 3ª exterior', 'Con ascensor']",4,1,1153,Profesional,Inmobiliaria B&C,34868350795,https://www.idealista.com/inmueble/106595986/,2024-11-21 12:07:05,111,,Terraza,Plaza de garaje,Segunda mano/buen estado,Armarios empotrados,Trastero,este,individual,,Sí,1997
106583572,Ventas,Piso en venta en Gran Vía del Escultor Francisco Salzillo,,Santa Catalina-San Bartolomé,Centro,Murcia,"Gran Vía del Escultor Francisco Salzillo, Barrio Santa Catalina-San Bartolomé, Distrito Centro, Murcia, Área de Murcia, Murcia",260.000€,2.364 ,"['110 m² construidos, 85 m² útiles', '3 habitaciones', '2 baños', 'Terraza', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación sur, este', 'Construido en 1965', 'Calefacción central: Gas', 'Planta 9ª exterior', 'Con ascensor']",3,2,106583572,Profesional,inmobiliaria aylllón,0,https://www.idealista.com/inmueble/106583572/,2024-11-21 12:07:05,110,,Terraza,,Segunda mano/buen estado,Armarios empotrados,,"sur, este",central,,Sí,1965
106583159,Ventas,Piso en venta en La Fama,,La Fama,Centro,Murcia,"Barrio La Fama, Distrito Centro, Murcia, Área de Murcia, Murcia",199.000€,1.951 ,"['102 m² construidos, 90 m² útiles', '2 habitaciones', '1 baño', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación sur, este', 'Construido en 1979', 'Calefacción individual', 'Planta 10ª exterior', 'Con ascensor']",2,1,RO1,Profesional,Situa,0,https://www.idealista.com/inmueble/106583159/,2024-11-21 12:07:05,102,,,,Segunda mano/buen estado,Armarios empotrados,,"sur, este",individual,,Sí,1979
